Datum,Warengruppe,Umsatz,wochentag,m,y,r_mean,perc
2020-03-11,3,304.509767747534,Wednesday,3,2020,7995.2532875491015,1.1113762687162427
2020-03-12,3,245.461350549799,Thursday,3,2020,8054.255914695715,1.1269154022608798
2020-03-13,3,236.167009361826,Friday,3,2020,8049.980871874478,1.1282756265276543
2020-03-14,3,150.99202848498,Saturday,3,2020,7953.070208071303,1.1105971079301242
2020-03-16,3,219.339527879006,Monday,3,2020,7881.133475851256,1.1018313506010393
2020-03-17,3,222.720114289361,Tuesday,3,2020,7821.560360391848,1.0906607659472587
2020-03-18,3,157.39723974408,Wednesday,3,2020,7658.2726510375705,1.0730710300693183
2020-03-20,3,144.844022107277,Friday,3,2020,7564.733777259474,1.0616012778217894
2020-03-21,3,63.1764502632693,Saturday,3,2020,7338.823839225878,1.0348758771641051
2020-03-23,3,154.638730942238,Monday,3,2020,7208.710997104362,1.015726317822666
2020-03-24,3,125.137568660112,Tuesday,3,2020,7077.335962652683,0.9932497392711386
2020-03-25,3,157.216879721435,Wednesday,3,2020,6928.220935381174,0.9636694786300376
2020-03-26,3,131.449758029596,Thursday,3,2020,6808.190433246258,0.9502149429244426
2020-03-27,3,139.402063779347,Friday,3,2020,6731.028664446349,0.9436792027368265
2020-03-28,3,98.8065964011987,Saturday,3,2020,6510.547100793234,0.9113361186114233
2020-03-30,3,146.88320343787,Monday,3,2020,6308.65897217372,0.8858801064057541
2020-03-31,3,167.113374617733,Tuesday,3,2020,6132.605661922226,0.8577801586311901
2020-04-01,3,147.951961633535,Wednesday,4,2020,5978.963362139163,0.8325223505451813
2020-04-02,3,166.385324908009,Thursday,4,2020,5829.365891008,0.8199285707970291
2020-04-03,3,157.023021168976,Friday,4,2020,5711.345746307392,0.8233235649344277
2020-04-04,3,76.334809737816,Saturday,4,2020,5467.288928176068,0.7852937593208899
2020-04-06,3,170.623047059201,Monday,4,2020,5363.689893498444,0.7747245793110591
2020-04-07,3,205.818964785833,Tuesday,4,2020,5246.49162193161,0.7651715817489767
2020-04-08,3,166.831812612487,Wednesday,4,2020,5128.782118147109,0.757519484302039
2020-04-09,3,158.628597528873,Thursday,4,2020,4979.333346895803,0.7361422708221642
2020-04-17,3,168.362111749354,Friday,4,2020,4871.470832490573,0.721397231718531
2020-04-18,3,94.2354384059532,Saturday,4,2020,4629.61331256856,0.6898623806200938
2020-04-20,3,216.790123342875,Monday,4,2020,4594.240898949574,0.6843899382285425
2020-04-21,3,181.657978115245,Tuesday,4,2020,4471.389109317285,0.6655506070250271
2020-04-22,3,184.499516604781,Wednesday,4,2020,4410.427275372267,0.6587667295234017
2020-04-23,3,156.016593559291,Thursday,4,2020,4330.276859569733,0.6548742083811744
2020-04-24,3,176.32529268526,Friday,4,2020,4355.610123770012,0.6645102370530825
2020-04-25,3,107.060760968729,Saturday,4,2020,4243.331356859735,0.6522462215537436
2020-04-27,3,180.582378906393,Monday,4,2020,4201.1936214767675,0.6516270321354517
2020-04-28,3,198.43364491423,Tuesday,4,2020,4242.230026646917,0.6425887477618576
2020-04-29,3,170.723428275331,Wednesday,4,2020,4268.109432814971,0.65912453232687
2020-04-30,3,218.350478466645,Thursday,4,2020,4423.283461018347,0.5869998585132433
2020-05-02,3,108.248255725095,Saturday,5,2020,4376.892985801204,0.5769461588485353
2020-05-04,3,212.239201657823,Monday,5,2020,4463.994618798915,0.5908636355880661
2020-05-05,3,185.314492446383,Tuesday,5,2020,4492.092231523863,0.5860653450786087
2020-05-06,3,189.858761082877,Wednesday,5,2020,4550.501234577144,0.590786119710015
2020-05-07,3,187.86246371239,Thursday,5,2020,4598.961634510187,0.595664253587167
2020-05-08,3,152.096005241185,Friday,5,2020,4652.251043350173,0.5973717211158304
2020-05-09,3,77.51682276046,Saturday,5,2020,4582.884662672764,0.5878013796924377
2020-05-11,3,192.41006598466,Monday,5,2020,4608.181354039691,0.5936577447754141
2020-05-12,3,214.511269589943,Tuesday,5,2020,4674.740661996098,0.5972545343764165
2020-05-13,3,208.394621614943,Wednesday,5,2020,4716.7499587030325,0.5910287461332714
2020-05-14,3,216.424417535409,Thursday,5,2020,4776.151355069465,0.5817697400533831
2020-05-15,3,240.251588502573,Friday,5,2020,4940.068133834222,0.5972496076426592
2020-05-16,3,99.2104625161853,Saturday,5,2020,4868.655549291207,0.5835437146030663
2020-05-18,3,195.974689320394,Monday,5,2020,4858.811273825768,0.5763205231036267
2020-05-19,3,185.418259844895,Tuesday,5,2020,4877.397721058175,0.5649185518138125
2020-05-20,3,182.097960206464,Wednesday,5,2020,4900.867083735767,0.5655695598078269
2020-05-22,3,205.972463391402,Friday,5,2020,4938.477435377815,0.5687469607460598
2020-05-23,3,191.241632113044,Saturday,5,2020,5035.483629084905,0.572701653149625
2020-05-25,3,178.792609016428,Monday,5,2020,4997.486114758458,0.5539575627557738
2020-05-26,3,184.338447480484,Tuesday,5,2020,5000.166584123697,0.5523650104111948
2020-05-27,3,139.348497542156,Wednesday,5,2020,4955.015565061072,0.5475187667551306
2020-05-28,3,190.896587280927,Thursday,5,2020,4989.895558782709,0.5484392139875539
2020-05-29,3,155.366896904854,Friday,5,2020,4968.937163002302,0.5443277792741124
2020-05-30,3,180.993901831459,Saturday,5,2020,5042.870303865032,0.5498604709109332
2020-01-02,4,145.803420639128,Thursday,1,2020,4348.429242651501,0.9576618770787416
2020-01-03,4,153.245272500404,Friday,1,2020,4291.180199422041,0.9459114592165364
2020-01-04,4,164.669426542781,Saturday,1,2020,4308.679467939591,0.9525877113924073
2020-01-06,4,141.119291136561,Monday,1,2020,4326.745918785294,0.9582181608832436
2020-01-07,4,134.272234643545,Tuesday,1,2020,4299.956382124127,0.9501734503611273
2020-01-08,4,164.761322251232,Wednesday,1,2020,4232.141069151435,0.9349054768604935
2020-01-09,4,157.490966650775,Thursday,1,2020,4263.214767991144,0.9351491971968414
2020-01-10,4,172.263370981453,Friday,1,2020,4302.91549147766,0.9388375256200662
2020-01-11,4,152.742191521018,Saturday,1,2020,4288.950862675039,0.9417268098237637
2020-01-13,4,150.156044354749,Monday,1,2020,4280.596299953688,0.9383248960876449
2020-01-14,4,138.444224333127,Tuesday,1,2020,4291.56907060237,0.9475527487235585
2020-01-15,4,139.037344702616,Wednesday,1,2020,4231.996498380604,0.9321017705302217
2020-01-16,4,120.892568883262,Thursday,1,2020,4211.375358084223,0.92855347112014
2020-01-17,4,189.716549308975,Friday,1,2020,4248.842465061694,0.9359764653529504
2020-01-18,4,152.062649920459,Saturday,1,2020,4274.700228302176,0.9457384167253847
2020-01-20,4,142.199748369783,Monday,1,2020,4267.676569796818,0.9467334735668915
2020-01-21,4,126.135904966225,Tuesday,1,2020,4225.293072389659,0.926729547973799
2020-01-22,4,158.341741627331,Wednesday,1,2020,4220.351101879173,0.9287488024905804
2020-01-23,4,173.33987525419101,Thursday,1,2020,4264.502060086009,0.93762590510230015
2020-01-24,4,203.177486609705,Friday,1,2020,4325.174825146751,0.9510845951426311
2020-01-25,4,186.657352127257,Saturday,1,2020,4355.933560193944,0.9595933081481814
2020-01-27,4,139.978236029655,Monday,1,2020,4322.065885675267,0.9597047638735904
2020-01-28,4,162.763481817314,Tuesday,1,2020,4313.315279351292,0.9614099795903721
2020-01-29,4,144.194470303045,Wednesday,1,2020,4282.870560388008,0.9562813799505555
2020-01-30,4,127.392292197693,Thursday,1,2020,4277.296710060833,0.9586140976503452
2020-01-31,4,179.582098036605,Friday,1,2020,4312.361280223469,0.9649095295311065
2020-02-01,4,151.067130480219,Saturday,2,2020,4306.248619337498,0.9617497247592991
2020-02-03,4,157.524385518657,Monday,2,2020,4329.031081707765,0.9665510386313181
2020-02-04,4,151.518116731679,Tuesday,2,2020,4334.745777800316,0.9807833889792106
2020-02-05,4,178.228568998801,Wednesday,2,2020,4359.729074298713,0.9862952331814734
2020-02-06,4,150.005161621415,Thursday,2,2020,4345.064809377347,0.9822394258950504
2020-02-07,4,153.349596560097,Friday,2,2020,4357.295114800883,0.9859659625490788
2020-02-08,4,191.402542719646,Saturday,2,2020,4414.425422876984,0.9976141500584101
2020-02-10,4,122.595684232174,Monday,2,2020,4372.259784857926,0.9922408783532222
2020-02-11,4,143.957464117816,Tuesday,2,2020,4358.726282324967,0.9925594871705411
2020-02-12,4,167.113213970732,Wednesday,2,2020,4353.576125314246,0.9965842115370116
2020-02-13,4,140.047641077595,Thursday,2,2020,4340.881574870823,0.9919561117210939
2020-02-14,4,161.979280156562,Friday,2,2020,4352.704810672636,0.9973341760077324
2020-02-15,4,176.338418839248,Saturday,2,2020,4390.599005178757,0.9969925960926379
2020-02-17,4,149.281385240889,Monday,2,2020,4400.84304571703,1.0058681861875083
2020-02-18,4,159.55257040046,Tuesday,2,2020,4439.503047234228,1.0165397809955217
2020-02-19,4,169.35880861063,Wednesday,2,2020,4419.145306535883,1.012344432241151
2020-02-20,4,166.461377971057,Thursday,2,2020,4433.544034586481,1.0089826296168498
2020-02-21,4,158.359223767457,Friday,2,2020,4449.703509984155,1.0123282145987544
2020-02-22,4,165.10096386553,Saturday,2,2020,4488.66856888346,1.025953262529353
2020-02-24,4,134.706661587307,Monday,2,2020,4465.033488843436,1.024934471865096
2020-02-25,4,146.436753758803,Tuesday,2,2020,4438.130367348048,1.0205512507805643
2020-02-26,4,193.970589310562,Wednesday,2,2020,4428.923470048905,1.021988115927632
2020-02-27,4,144.991026431193,Thursday,2,2020,4387.257144352841,1.0076045727168501
2020-02-28,4,131.447355081941,Friday,2,2020,4378.726263405127,1.0005983504880116
2020-02-29,4,223.359288230103,Saturday,2,2020,4439.322069817916,1.017774802051361
2020-03-02,4,170.431487921617,Monday,3,2020,4465.559087436488,1.0257844346922806
2020-03-03,4,128.869632267318,Tuesday,3,2020,4467.036427506113,1.0237763193101699
2020-03-04,4,140.650704376178,Wednesday,3,2020,4428.105033845686,1.0194755384890424
2020-03-05,4,159.875624337136,Thursday,3,2020,4436.913527702603,1.0161315780407265
2020-03-06,4,175.955287782447,Friday,3,2020,4455.344429966393,1.0109160259759131
2020-03-07,4,186.353723023491,Saturday,3,2020,4490.180036258205,1.0164793016774893
2020-03-09,4,128.847367267778,Monday,3,2020,4440.798834527182,1.0058395915978373
2020-03-10,4,126.840069549567,Tuesday,3,2020,4417.633742455334,0.9946472906570466
2020-03-11,4,141.21560669349,Wednesday,3,2020,4405.499752588727,0.9957977714396714
2020-03-12,4,139.023768789611,Thursday,3,2020,4353.120978658692,0.9956722176231168
2020-03-13,4,133.210603676548,Friday,3,2020,4363.735898103066,0.9937335992062899
2020-03-14,4,128.092213023105,Saturday,3,2020,4347.870647008355,0.987492831182554
2020-03-16,4,149.606591960329,Monday,3,2020,4330.364024997952,0.9902946708175274
2020-03-17,4,121.052542451846,Tuesday,3,2020,4311.368926372203,0.9803590671861612
2020-03-18,4,124.775834109351,Wednesday,3,2020,4274.165480324992,0.9704963511692825
2020-03-20,4,132.83687281477,Friday,3,2020,4230.663934300514,0.964021690227699
2020-03-21,4,116.685115389759,Saturday,3,2020,4198.067664449384,0.9509129932881653
2020-03-23,4,125.936112617178,Monday,3,2020,4164.451206666102,0.9485420415742422
2020-03-24,4,130.507633856808,Tuesday,3,2020,4125.60003191228,0.9338717461927343
2020-03-25,4,129.674592082979,Wednesday,3,2020,4088.813246024202,0.9227381618094417
2020-03-26,4,131.197465469575,Thursday,3,2020,4061.65148772632,0.9142139781370893
2020-03-27,4,133.255315847565,Friday,3,2020,4029.805839708355,0.908002153918323
2020-03-28,4,117.127168102157,Saturday,3,2020,4012.226346223205,0.8977203980885275
2020-03-30,4,114.730867438175,Monday,3,2020,3980.520459902577,0.8930050438633739
2020-03-31,4,115.329312560803,Tuesday,3,2020,3901.879183152818,0.875633733062199
2020-04-01,4,104.784580388203,Wednesday,4,2020,3861.672737109828,0.8734201956541227
2020-04-02,4,116.273343540367,Thursday,4,2020,3846.498725568254,0.8698468565412008
2020-04-03,4,116.311500101286,Friday,4,2020,3739.450937439437,0.8457939114365932
2020-04-04,4,108.517025230583,Saturday,4,2020,3677.536474748403,0.8333327616938442
2020-04-06,4,139.291082820029,Monday,4,2020,3687.957925301114,0.8389953702405589
2020-04-07,4,114.271112835445,Tuesday,4,2020,3661.578333760381,0.8445778979544886
2020-04-08,4,123.104437136368,Wednesday,4,2020,3624.807146559613,0.8433639797163527
2020-04-09,4,108.338979760824,Thursday,4,2020,3557.19083853799,0.8345372619534965
2020-04-17,4,111.950680544627,Friday,4,2020,3482.787796059126,0.8132129159197353
2020-04-18,4,123.984648668199,Saturday,4,2020,3477.925077459547,0.8101962037050817
2020-04-20,4,117.669612309941,Monday,4,2020,3468.754620219921,0.8136222716014399
2020-04-21,4,126.545982130608,Tuesday,4,2020,3454.084995657039,0.8054139374737996
2020-04-22,4,114.816834187122,Wednesday,4,2020,3429.87806105455,0.7921216899076462
2020-04-23,4,101.567832774307,Thursday,4,2020,3398.235290152309,0.7852447039717376
2020-04-24,4,134.646168354271,Friday,4,2020,3404.789245483475,0.7872418221863993
2020-04-25,4,120.589835903017,Saturday,4,2020,3375.772489426163,0.7695530668987299
2020-04-27,4,128.616506548291,Monday,4,2020,3383.336453522608,0.7707548637684452
2020-04-28,4,107.950983829091,Tuesday,4,2020,3366.511603242348,0.7649956575690452
2020-04-29,4,117.843134874832,Wednesday,4,2020,3351.51786530241,0.7653098781231499
2020-04-30,4,122.376348190821,Thursday,4,2020,3357.209098103472,0.7755786408018507
2020-05-02,4,118.161776666373,Saturday,5,2020,3349.434762152667,0.7766896015223264
2020-05-04,4,126.80299141166,Monday,5,2020,3345.730119707519,0.7770491767765509
2020-05-05,4,137.658914671745,Tuesday,5,2020,3353.714442296285,0.7807164359160942
2020-05-06,4,109.386943710043,Wednesday,5,2020,3331.903920536753,0.778234065338197
2020-05-07,4,107.87580373797,Thursday,5,2020,3306.524408427158,0.7692492455554765
2020-05-08,4,132.431472010914,Friday,5,2020,3321.828712335915,0.7744199569457673
2020-05-09,4,120.925216115633,Saturday,5,2020,3328.023061013373,0.776295028632327
2020-05-11,4,114.247559219062,Monday,5,2020,3326.941307671632,0.769908579584079
2020-05-12,4,128.177548231432,Tuesday,5,2020,3350.334275514861,0.7672344125784379
2020-05-13,4,145.460978647154,Wednesday,5,2020,3379.521910621648,0.7641678850564162
2020-05-14,4,135.252077212402,Thursday,5,2020,3398.462487732764,0.7639704262896551
2020-05-15,4,141.166778278529,Friday,5,2020,3431.11224078071,0.7704544122892697
2020-05-16,4,117.422064653715,Saturday,5,2020,3409.243222614396,0.7667099084187193
2020-05-18,4,115.281085776586,Monday,5,2020,3410.253195555537,0.7530240421634129
2020-05-19,4,131.170266069936,Tuesday,5,2020,3418.3190244891052,0.7545123635065586
2020-05-20,4,131.183897385373,Wednesday,5,2020,3441.1639421136542,0.7507649573906732
2020-05-22,4,124.571296546122,Friday,5,2020,3453.784558115149,0.7514880088989192
2020-05-23,4,119.199382829015,Saturday,5,2020,3448.999292275965,0.7487197481633152
2020-05-25,4,142.464675023494,Monday,5,2020,3473.794354989518,0.7590767124839428
2020-05-26,4,137.851486902235,Tuesday,5,2020,3485.099859761145,0.7600228347663918
2020-05-27,4,118.457984651422,Wednesday,5,2020,3488.7410102254453,0.7388692235103348
2020-05-28,4,130.270886300288,Thursday,5,2020,3517.4440637514263,0.74300241391982
2020-05-29,4,111.50297041887,Friday,5,2020,3494.300865816025,0.7404148410862916
2020-05-30,4,144.597994457827,Saturday,5,2020,3518.3090243708352,0.7500630665940788
2020-01-02,5,336.020548255493,Thursday,1,2020,8702.38829597022,1.13274916646941
2020-01-03,5,268.589046404887,Friday,1,2020,8657.137727492796,1.1198508912540013
2020-01-04,5,226.28629202227,Saturday,1,2020,8597.954910148372,1.1022376834128043
2020-01-06,5,286.31278993024,Monday,1,2020,8604.373584155024,1.0858949108859741
2020-01-07,5,258.32397639761,Tuesday,1,2020,8616.849029995925,1.0810251506955233
2020-01-08,5,298.134054283218,Wednesday,1,2020,8658.947100072288,1.0843411150353597
2020-01-09,5,266.479225963835,Thursday,1,2020,8638.586814051405,1.070642804341266
2020-01-10,5,239.374412874338,Friday,1,2020,8612.764496013304,1.0634896425679528
2020-01-11,5,234.575141579233,Saturday,1,2020,8624.221756532628,1.0690994707894448
2020-01-13,5,256.554169979996,Monday,1,2020,8611.307571107347,1.0523215868607123
2020-01-14,5,239.765158689445,Tuesday,1,2020,8628.174701900703,1.0572783615187336
2020-01-15,5,248.398037501844,Wednesday,1,2020,8620.824895753978,1.0583332786808177
2020-01-16,5,297.272811873199,Thursday,1,2020,8736.57761134539,1.0662945601382212
2020-01-17,5,256.335265283498,Friday,1,2020,8761.147734712702,1.0684095771719402
2020-01-18,5,187.283073666912,Saturday,1,2020,8698.35837854552,1.0673076726229909
2020-01-20,5,322.472348680563,Monday,1,2020,8819.069119463054,1.0845595437213726
2020-01-21,5,283.467247942934,Tuesday,1,2020,8885.88854293309,1.0973343866167395
2020-01-22,5,263.190305278594,Wednesday,1,2020,8898.196929304191,1.107727712321708
2020-01-23,5,316.077167033906,Thursday,1,2020,8968.816502704452,1.1170702643801935
2020-01-24,5,318.551475646799,Friday,1,2020,9070.514022739311,1.132360605379342
2020-01-25,5,220.840772998377,Saturday,1,2020,9005.795378635741,1.1287656376032065
2020-01-27,5,290.186473786024,Monday,1,2020,9030.333793504617,1.128925678420634
2020-01-28,5,321.442702623806,Tuesday,1,2020,9105.829360725656,1.1471693106122345
2020-01-29,5,321.057724747789,Wednesday,1,2020,9291.583626998921,1.163364463670036
2020-01-30,5,306.253388902934,Thursday,1,2020,9214.191130286501,1.1586821390737336
2020-01-31,5,297.814875844238,Friday,1,2020,9177.183153038923,1.159591011939698
2020-02-01,5,279.016393538908,Saturday,2,2020,8534.18066821402,1.0628594810812129
2020-02-03,5,249.455942164266,Monday,2,2020,7689.530823895156,0.9528699761026491
2020-02-04,5,280.212898300621,Tuesday,2,2020,7633.723173940284,0.9396973896942752
2020-02-05,5,300.234737752169,Wednesday,2,2020,7665.368865287566,0.9291860344396491
2020-02-06,5,283.098612585321,Thursday,2,2020,7722.181185850617,0.9367122543523585
2020-02-07,5,320.71587908787,Friday,2,2020,7756.584275008247,0.9439581981711025
2020-02-08,5,293.839291230284,Saturday,2,2020,7792.099589840921,0.9456593070643278
2020-02-10,5,236.892990005421,Monday,2,2020,7730.858525563124,0.9447278947802711
2020-02-11,5,173.572092400482,Tuesday,2,2020,7637.951391999771,0.9396130001572182
2020-02-12,5,260.89297946656,Wednesday,2,2020,7659.469958591993,0.9455432965807834
2020-02-13,5,199.446113093562,Thursday,2,2020,7624.340930106322,0.934951304647728
2020-02-14,5,292.795581628646,Friday,2,2020,7660.582341754972,0.9396452062062339
2020-02-15,5,243.515997654301,Saturday,2,2020,7664.333180719828,0.9365862711651503
2020-02-17,5,284.742298384598,Monday,2,2020,7700.677441602582,0.9434294321738511
2020-02-18,5,218.398412447989,Tuesday,2,2020,7621.803042177372,0.937817911084416
2020-02-19,5,157.51682576217,Wednesday,2,2020,7522.984602656044,0.9267820212263241
2020-02-20,5,325.581505229402,Thursday,2,2020,7661.283034218534,0.9406367800587035
2020-02-21,5,283.26892533672,Friday,2,2020,7622.079610874691,0.9419368152934209
2020-02-22,5,242.20248633005,Saturday,2,2020,7580.814849261807,0.9412199669255961
2020-02-24,5,440.450644700246,Monday,2,2020,7758.075188683459,0.9695359032090283
2020-02-25,5,297.840489436465,Tuesday,2,2020,7739.838511086018,0.9628099276841351
2020-02-26,5,341.718185039931,Wednesday,2,2020,7763.00522047915,0.9620970424754802
2020-02-27,5,432.904052064116,Thursday,2,2020,7975.068499544889,0.9875029818792151
2020-02-28,5,415.732833497681,Friday,2,2020,8100.614859256546,1.0094593244944965
2020-02-29,5,304.223287426281,Saturday,2,2020,8083.3954440590205,1.010341131010982
2020-03-02,5,307.084610826681,Monday,3,2020,8069.422330137913,1.019034075694898
2020-03-03,5,335.14476314222,Tuesday,3,2020,8098.3137043771985,1.0132661819237814
2020-03-04,5,340.330426950401,Wednesday,3,2020,8140.8292554833615,1.0179049447594977
2020-03-05,5,397.219035931981,Thursday,3,2020,8259.031897876435,1.0505412362753843
2020-03-06,5,350.428404171499,Friday,3,2020,8360.004359883667,1.0751384075527675
2020-03-07,5,335.640349733763,Saturday,3,2020,8415.43181131681,1.088986547804542
2020-03-09,5,330.64060175221,Monday,3,2020,8445.83767531685,1.1084682009387539
2020-03-10,5,320.370791800153,Tuesday,3,2020,8483.109854531684,1.1076292727743888
2020-03-11,5,312.527284200209,Wednesday,3,2020,8474.921259644021,1.104232527204607
2020-03-12,5,343.194739546036,Thursday,3,2020,8524.276707959774,1.121203882455186
2020-03-13,5,312.245132126207,Friday,3,2020,8599.62885008056,1.1283591255864673
2020-03-14,5,218.654460446456,Saturday,3,2020,8644.711218126533,1.1371675595189767
2020-03-16,5,218.96236156072,Monday,3,2020,8602.780600220694,1.134324023089722
2020-03-17,5,219.474025599357,Tuesday,3,2020,8622.80851272649,1.1520487208661692
2020-03-18,5,209.113773475946,Wednesday,3,2020,8539.12670457379,1.151214237043064
2020-03-20,5,204.007242080343,Friday,3,2020,8499.61794899983,1.1526953355980123
2020-03-21,5,95.5215114567365,Saturday,3,2020,8310.39716207197,1.1316444911578074
2020-03-23,5,158.393227592913,Monday,3,2020,8250.391977216894,1.1309079087698115
2020-03-24,5,138.392819878864,Tuesday,3,2020,8231.267971333587,1.1264123361400924
2020-03-25,5,147.605280460853,Wednesday,3,2020,8053.291746565038,1.103257513776005
2020-03-26,5,188.253337002972,Thursday,3,2020,7958.2761582312905,1.081399541901335
2020-03-27,5,215.399080350689,Friday,3,2020,7931.47275225193,1.0846682939646564
2020-03-28,5,125.098145472092,Saturday,3,2020,7616.120253023775,1.0361351536809056
2020-03-30,5,170.85432147316,Monday,3,2020,7489.13408506047,1.0312328544115903
2020-03-31,5,152.511871917197,Tuesday,3,2020,7299.927771937736,1.0036096810396453
2020-04-01,5,170.139895240922,Wednesday,4,2020,7037.163615114542,0.9665675541292658
2020-04-02,5,184.465965427689,Thursday,4,2020,6805.8967470445505,0.9262754557907594
2020-04-03,5,170.893393301334,Friday,4,2020,6672.566852919604,0.9192213315257829
2020-04-04,5,85.1182528561483,Saturday,4,2020,6450.600494949071,0.8870666889735742
2020-04-06,5,271.694010007904,Monday,4,2020,6387.149741814755,0.840682198934318
2020-04-07,5,271.637188171515,Tuesday,4,2020,6318.456503035869,0.8287196194845211
2020-04-08,5,224.331483079123,Wednesday,4,2020,6145.568950183011,0.7226249216216151
2020-04-09,5,278.366145560945,Thursday,4,2020,6073.5066915724565,0.7052864370011772
2020-04-17,5,262.164627576266,Friday,4,2020,6000.03096941496,0.6909033179509527
2020-04-18,5,117.03893780236,Saturday,4,2020,5786.42930546511,0.6648680861153496
2020-04-20,5,286.548140442856,Monday,4,2020,5752.606654107813,0.6647332885939402
2020-04-21,5,233.923039004087,Tuesday,4,2020,5674.0024089116905,0.6615795548385924
2020-04-22,5,359.010868071622,Wednesday,4,2020,5689.818537437277,0.6631911961703271
2020-04-23,5,274.279531671752,Thursday,4,2020,5651.852936982822,0.6628533824725861
2020-04-24,5,268.301049942738,Friday,4,2020,5701.499526479104,0.6719681613247116
2020-04-25,5,203.789647441258,Saturday,4,2020,5686.326812359642,0.6675135027278579
2020-04-27,5,289.917075845676,Monday,4,2020,5756.769862605961,0.6761114100007354
2020-04-28,5,245.684479370306,Tuesday,4,2020,5793.340568500321,0.6651080856340915
2020-04-29,5,257.648284178665,Wednesday,4,2020,5846.981610598643,0.6732419823134561
2020-04-30,5,319.863581647598,Thursday,4,2020,6071.323680789505,0.6272419112889397
2020-05-02,5,169.694501383056,Saturday,5,2020,6082.624954579647,0.6216514237966728
2020-05-04,5,262.368344313202,Monday,5,2020,6206.600479013985,0.6331465240808798
2020-05-05,5,246.470829940239,Tuesday,5,2020,6305.466028493372,0.6410983641270682
2020-05-06,5,269.948500448136,Wednesday,5,2020,6387.161191938535,0.6470785133197292
2020-05-07,5,251.13422113586,Thursday,5,2020,6422.896332723706,0.6449860104600901
2020-05-08,5,260.711181076017,Friday,5,2020,6558.509368327631,0.6524420000556634
2020-05-09,5,140.065379895929,Saturday,5,2020,6527.7204267504,0.6435232832104354
2020-05-11,5,257.879321456515,Monday,5,2020,6633.087876289718,0.654671687760136
2020-05-12,5,218.294923225452,Tuesday,5,2020,6681.242904274248,0.6556076812752404
2020-05-13,5,288.547791287733,Wednesday,5,2020,6785.324730134293,0.6660846635145045
2020-05-14,5,321.225915252956,Thursday,5,2020,6935.6572520859145,0.6681659006405921
2020-05-15,5,273.980227738754,Friday,5,2020,7124.51922696852,0.680358229720122
2020-05-16,5,128.342112254342,Saturday,5,2020,6981.167329214958,0.6881088094966836
2020-05-18,5,253.319358609553,Monday,5,2020,6962.849499652996,0.6870696371372755
2020-05-19,5,242.624004844255,Tuesday,5,2020,6981.142021418128,0.7426294252232662
2020-05-20,5,198.799562503447,Wednesday,5,2020,6901.57543836063,0.7336819202961319
2020-05-22,5,216.943995485036,Friday,5,2020,6856.3548062694,0.7310135166587133
2020-05-23,5,228.330691660107,Saturday,5,2020,6967.646560127147,0.734490292811543
2020-05-25,5,228.282997400867,Monday,5,2020,6909.381417085158,0.6893715719689454
2020-05-26,5,224.6098245328,Tuesday,5,2020,6900.068202613871,0.6799270970293819
2020-05-27,5,276.453131671839,Wednesday,5,2020,6817.510466214088,0.6614727548273021
2020-05-28,5,200.656144389296,Thursday,5,2020,6743.887078931632,0.64643033858015575
2020-05-29,5,207.147256816843,Friday,5,2020,6682.733285805737,0.634687512945781
2020-05-30,5,237.92401958328,Saturday,5,2020,6716.867657947759,0.6408378577196898
